"","workerid","WCO","animacy","condition","determiner","item","response","slide_number","trial_type","subject_information.assess","subject_information.gender","subject_information.age","subject_information.language","time_in_minutes","unique_worker"
"7771",517,"N","I","NQI","Q","priest",0.9,12,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7781",517,"Y","A","YDA","D","troopleader",0.64,13,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7791",517,"f","l","filler","i","filler3",0.91,14,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7801",517,"Y","I","YDI","D","professor",0.52,15,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7811",517,"N","A","NDA","D","fan",0.87,16,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7821",517,"N","I","NQI","Q","stylist",0.94,17,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7831",517,"Y","A","YQA","Q","supervisor",0.07,18,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7841",517,"N","I","NDI","D","choreographer",0.86,19,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7851",517,"f","l","filler","i","filler2",0.91,20,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7861",517,"N","I","NDI","D","pilot",0.9,21,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7871",517,"N","A","NQA","Q","conductor",0.88,22,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7881",517,"Y","I","YQI","Q","patient",0.92,23,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7891",517,"N","A","NQA","Q","travelagent",0.5,24,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7901",517,"N","I","NDI","D","chef",0.87,25,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7911",517,"Y","I","YDI","D","playwright",0.88,26,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7921",517,"Y","I","YQI","Q","coach",0.89,27,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7931",517,"f","l","filler","i","filler1",0.96,28,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7941",517,"Y","A","YDA","D","pianist",0.92,29,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7951",517,"N","A","NQA","Q","artist",0.92,30,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7961",517,"N","A","NDA","D","queen",0.99,31,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7971",517,"Y","A","YDA","D","bartender",0.91,32,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7981",517,"Y","A","YQA","Q","groom",0.23,33,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"7991",517,"f","l","filler","i","filler6",0.95,34,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"8001",517,"f","l","filler","i","filler5",0.05,35,"one_slider","Yes","Female","20","Spanish",266.55925,"E 517"
"8011",169,"","","","","",0.83,NA,"one_slider_practice","No","Female","19","Spanish",10.8039,"E 169"
"8021",169,"","","","","",0.78,NA,"one_slider_practice","No","Female","19","Spanish",10.8039,"E 169"
"8031",169,"N","I","NDI","D","patient",1,6,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8041",169,"f","l","filler","i","filler4",0.14,7,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8051",169,"Y","I","YQI","Q","troopleader",0.61,8,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8061",169,"Y","I","YDI","D","choreographer",0.63,9,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8071",169,"N","A","NDA","D","queen",0.67,10,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8081",169,"f","l","filler","i","filler3",0.77,11,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8091",169,"Y","A","YQA","Q","groom",0.27,12,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8101",169,"Y","A","YDA","D","playwright",0.51,13,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8111",169,"N","A","NQA","Q","professor",0.82,14,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8121",169,"N","A","NQA","Q","pilot",0.75,15,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8131",169,"N","I","NQI","Q","dentist",0.74,16,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8141",169,"N","A","NDA","D","nutritionist",0.78,17,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8151",169,"N","A","NDA","D","CEO",0.78,18,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8161",169,"f","l","filler","i","filler2",0.86,19,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8171",169,"Y","A","YDA","D","travelagent",0.28,20,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8181",169,"Y","I","YQI","Q","scientist",0.84,21,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8191",169,"f","l","filler","i","filler1",0.91,22,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8201",169,"N","I","NQI","Q","pianist",0.79,23,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8211",169,"f","l","filler","i","filler6",0.08,24,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8221",169,"N","A","NQA","Q","priest",0.89,25,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8231",169,"Y","A","YQA","Q","fan",0.83,26,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8241",169,"Y","I","YDI","D","chef",0.39,27,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8251",169,"N","I","NDI","D","bartender",0.66,28,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8261",169,"N","I","NQI","Q","artist",0.93,29,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8271",169,"Y","A","YDA","D","stylist",0.72,30,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8281",169,"Y","I","YDI","D","conductor",0.64,31,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8291",169,"f","l","filler","i","filler5",0.29,32,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8301",169,"N","I","NDI","D","supervisor",0.43,33,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8311",169,"Y","I","YQI","Q","coach",0.57,34,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8321",169,"Y","A","YQA","Q","doctor",0.72,35,"one_slider","No","Female","19","Spanish",10.8039,"E 169"
"8331",331,"","","","","",0.95,NA,"one_slider_practice","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8341",331,"","","","","",1,NA,"one_slider_practice","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8351",331,"Y","A","YDA","D","priest",0.5,6,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8361",331,"N","A","NDA","D","patient",1,7,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8371",331,"N","A","NQA","Q","playwright",0.34,8,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8381",331,"N","A","NDA","D","troopleader",1,9,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8391",331,"N","A","NQA","Q","artist",1,10,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8401",331,"N","I","NQI","Q","queen",1,11,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8411",331,"N","I","NDI","D","stylist",0.77,12,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8421",331,"Y","I","YDI","D","nutritionist",0.09,13,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8431",331,"f","l","filler","i","filler5",0,14,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8441",331,"f","l","filler","i","filler2",1,15,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8451",331,"Y","A","YQA","Q","CEO",0.6,16,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8461",331,"Y","I","YDI","D","travelagent",0.46,17,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8471",331,"f","l","filler","i","filler4",0.03,18,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8481",331,"N","I","NQI","Q","pilot",1,19,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8491",331,"Y","A","YQA","Q","groom",1,20,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8501",331,"Y","I","YQI","Q","chef",0.73,21,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8511",331,"Y","I","YQI","Q","bartender",0.4,22,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8521",331,"N","A","NQA","Q","pianist",0.99,23,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8531",331,"f","l","filler","i","filler1",1,24,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8541",331,"Y","A","YDA","D","doctor",0.69,25,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8551",331,"Y","A","YDA","D","coach",1,26,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8561",331,"N","A","NDA","D","conductor",1,27,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8571",331,"Y","I","YDI","D","fan",0.26,28,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8581",331,"N","I","NDI","D","choreographer",1,29,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8591",331,"Y","I","YQI","Q","professor",0.45,30,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8601",331,"f","l","filler","i","filler3",1,31,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8611",331,"N","I","NDI","D","scientist",1,32,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8621",331,"f","l","filler","i","filler6",0.03,33,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8631",331,"Y","A","YQA","Q","supervisor",0,34,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8641",331,"N","I","NQI","Q","dentist",1,35,"one_slider","Yes","Female","21","English and Spanish",13.6599833333333,"E 331"
"8651",399,"","","","","",0.72,NA,"one_slider_practice","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8661",399,"","","","","",0.63,NA,"one_slider_practice","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8671",399,"Y","A","YDA","D","scientist",0.32,6,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8681",399,"Y","I","YDI","D","fan",0.48,7,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8691",399,"N","I","NDI","D","chef",0.42,8,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8701",399,"Y","I","YQI","Q","choreographer",0.56,9,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8711",399,"N","A","NDA","D","bartender",0.56,10,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8721",399,"f","l","filler","i","filler4",0.47,11,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8731",399,"N","A","NQA","Q","priest",0.66,12,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8741",399,"N","A","NDA","D","professor",0.69,13,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8751",399,"Y","A","YDA","D","patient",0.7,14,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8761",399,"Y","A","YQA","Q","stylist",0.38,15,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8771",399,"f","l","filler","i","filler5",0.6,16,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8781",399,"f","l","filler","i","filler2",0.67,17,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8791",399,"Y","A","YQA","Q","queen",0.8,18,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8801",399,"N","I","NQI","Q","artist",0.74,19,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8811",399,"Y","I","YDI","D","nutritionist",0.71,20,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8821",399,"Y","I","YDI","D","supervisor",0.32,21,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8831",399,"N","I","NDI","D","playwright",0.71,22,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8841",399,"Y","A","YQA","Q","conductor",0.45,23,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8851",399,"N","A","NQA","Q","dentist",0.51,24,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8861",399,"f","l","filler","i","filler3",0.65,25,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8871",399,"Y","I","YQI","Q","coach",0.64,26,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8881",399,"N","I","NDI","D","pilot",0.71,27,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8891",399,"f","l","filler","i","filler1",0.77,28,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8901",399,"N","A","NDA","D","groom",0.71,29,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8911",399,"Y","A","YDA","D","doctor",0.78,30,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8921",399,"N","A","NQA","Q","pianist",0.77,31,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8931",399,"f","l","filler","i","filler6",0.17,32,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8941",399,"N","I","NQI","Q","troopleader",0.7,33,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8951",399,"N","I","NQI","Q","travelagent",0.84,34,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8961",399,"Y","I","YQI","Q","CEO",0.27,35,"one_slider","Yes","Male","24","English and Spanish",10.5059166666667,"E 399"
"8971",525,"","","","","",0.32,NA,"one_slider_practice","Confused","Female","19","english ",68.1094666666667,"E 525"
"8981",525,"","","","","",0.38,NA,"one_slider_practice","Confused","Female","19","english ",68.1094666666667,"E 525"
"8991",525,"N","A","NQA","Q","professor",0.12,6,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9001",525,"Y","A","YQA","Q","groom",0.6,7,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9011",525,"N","A","NQA","Q","travelagent",0.57,8,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9021",525,"Y","A","YDA","D","nutritionist",0.48,9,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9031",525,"f","l","filler","i","filler4",0.51,10,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9041",525,"f","l","filler","i","filler5",0.5,11,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9051",525,"Y","I","YDI","D","stylist",0.45,12,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9061",525,"Y","A","YQA","Q","conductor",0.51,13,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9071",525,"N","I","NDI","D","doctor",0.47,14,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9081",525,"Y","I","YQI","Q","playwright",0.46,15,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9091",525,"N","A","NDA","D","fan",0.5,16,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9101",525,"N","A","NQA","Q","supervisor",0.48,17,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9111",525,"f","l","filler","i","filler6",0.5,18,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9121",525,"Y","I","YQI","Q","pianist",0.44,19,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9131",525,"Y","I","YDI","D","bartender",0.5,20,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9141",525,"Y","A","YQA","Q","chef",0.52,21,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9151",525,"Y","I","YQI","Q","pilot",0.47,22,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9161",525,"Y","A","YDA","D","coach",0.5,23,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9171",525,"f","l","filler","i","filler2",0.49,24,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9181",525,"N","A","NDA","D","CEO",0.5,25,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9191",525,"Y","I","YDI","D","patient",0.49,26,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9201",525,"N","I","NQI","Q","dentist",0.47,27,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9211",525,"f","l","filler","i","filler3",0.5,28,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9221",525,"N","I","NQI","Q","choreographer",0.46,29,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9231",525,"N","I","NQI","Q","queen",0.52,30,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9241",525,"f","l","filler","i","filler1",0.42,31,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9251",525,"Y","A","YDA","D","priest",0.48,32,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9261",525,"N","A","NDA","D","troopleader",0.47,33,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9271",525,"N","I","NDI","D","artist",0.51,34,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9281",525,"N","I","NDI","D","scientist",0.47,35,"one_slider","Confused","Female","19","english ",68.1094666666667,"E 525"
"9291",260,"","","","","",0.2,NA,"one_slider_practice","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9301",260,"","","","","",1,NA,"one_slider_practice","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9311",260,"Y","I","YDI","D","artist",0.95,6,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9321",260,"N","I","NQI","Q","nutritionist",0.14,7,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9331",260,"Y","A","YQA","Q","playwright",0.11,8,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9341",260,"Y","I","YQI","Q","travelagent",0.24,9,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9351",260,"N","I","NQI","Q","doctor",0.48,10,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9361",260,"f","l","filler","i","filler6",0.55,11,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9371",260,"Y","I","YQI","Q","priest",0.47,12,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9381",260,"N","A","NQA","Q","bartender",0.26,13,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9391",260,"Y","A","YQA","Q","professor",0.28,14,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9401",260,"Y","I","YDI","D","choreographer",0.3,15,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9411",260,"Y","A","YQA","Q","pianist",0.07,16,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9421",260,"f","l","filler","i","filler5",0.41,17,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9431",260,"f","l","filler","i","filler4",0.39,18,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9441",260,"N","I","NQI","Q","coach",0.73,19,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9451",260,"N","A","NQA","Q","chef",0.23,20,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9461",260,"N","A","NDA","D","fan",0.77,21,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9471",260,"f","l","filler","i","filler1",0.26,22,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9481",260,"N","A","NDA","D","scientist",0.65,23,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9491",260,"Y","I","YQI","Q","conductor",0.2,24,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9501",260,"N","I","NDI","D","CEO",0.44,25,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9511",260,"Y","A","YDA","D","stylist",0.13,26,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9521",260,"N","I","NDI","D","patient",0.63,27,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9531",260,"N","A","NDA","D","pilot",0.32,28,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9541",260,"Y","A","YDA","D","groom",0.72,29,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9551",260,"N","A","NQA","Q","dentist",0.52,30,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9561",260,"N","I","NDI","D","supervisor",0.25,31,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9571",260,"f","l","filler","i","filler3",0.77,32,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9581",260,"f","l","filler","i","filler2",0.72,33,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9591",260,"Y","I","YDI","D","queen",0.61,34,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9601",260,"Y","A","YDA","D","troopleader",0.6,35,"one_slider","Confused","Female","21","Chinese",13.3115666666667,"E 260"
"9611",582,"","","","","",0.49,NA,"one_slider_practice","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9621",582,"","","","","",0.37,NA,"one_slider_practice","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9631",582,"N","I","NQI","Q","dentist",0.31,6,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9641",582,"Y","A","YDA","D","playwright",0.52,7,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9651",582,"f","l","filler","i","filler2",0.8,8,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9661",582,"Y","I","YQI","Q","chef",0.79,9,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9671",582,"Y","A","YDA","D","artist",0.49,10,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9681",582,"N","I","NDI","D","stylist",0.7,11,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9691",582,"N","I","NDI","D","conductor",0.84,12,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9701",582,"N","A","NQA","Q","CEO",0.95,13,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9711",582,"N","I","NDI","D","troopleader",0.84,14,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9721",582,"N","A","NQA","Q","choreographer",0.89,15,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9731",582,"N","I","NQI","Q","professor",0.79,16,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9741",582,"N","A","NDA","D","bartender",0.77,17,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9751",582,"Y","A","YDA","D","travelagent",0.75,18,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9761",582,"Y","A","YQA","Q","nutritionist",0.3,19,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9771",582,"Y","I","YQI","Q","coach",0.43,20,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9781",582,"f","l","filler","i","filler5",0.63,21,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9791",582,"f","l","filler","i","filler4",0.85,22,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9801",582,"f","l","filler","i","filler3",0.75,23,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9811",582,"Y","I","YDI","D","scientist",0.46,24,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9821",582,"Y","I","YDI","D","supervisor",0.83,25,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9831",582,"N","A","NDA","D","priest",0.76,26,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9841",582,"Y","I","YDI","D","doctor",0.62,27,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9851",582,"N","I","NQI","Q","patient",0.85,28,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9861",582,"Y","A","YQA","Q","queen",0.95,29,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9871",582,"N","A","NQA","Q","fan",0.38,30,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9881",582,"f","l","filler","i","filler6",0.6,31,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9891",582,"N","A","NDA","D","pianist",0.79,32,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9901",582,"Y","A","YQA","Q","groom",0.35,33,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9911",582,"f","l","filler","i","filler1",0.85,34,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9921",582,"Y","I","YQI","Q","pilot",0.78,35,"one_slider","Yes","Male","20","Mandarin ",8.6936,"E 582"
"9931",280,"","","","","",0.75,NA,"one_slider_practice","Yes","Female","20","english",68.5426,"E 280"
"9941",280,"","","","","",0.5,NA,"one_slider_practice","Yes","Female","20","english",68.5426,"E 280"
"9951",280,"Y","I","YQI","Q","groom",0,6,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"9961",280,"Y","I","YDI","D","fan",0.66,7,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"9971",280,"Y","A","YDA","D","priest",0.72,8,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"9981",280,"f","l","filler","i","filler1",0.58,9,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"9991",280,"N","A","NQA","Q","choreographer",0.6,10,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"10001",280,"f","l","filler","i","filler6",0.33,11,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"10011",280,"N","A","NDA","D","troopleader",0.84,12,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"10021",280,"N","I","NQI","Q","playwright",0.9,13,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"10031",280,"f","l","filler","i","filler2",0.93,14,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"10041",280,"Y","I","YQI","Q","doctor",0.93,15,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"10051",280,"Y","A","YDA","D","conductor",0.63,16,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"10061",280,"Y","I","YDI","D","nutritionist",0.8,17,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"10071",280,"Y","A","YQA","Q","scientist",0.88,18,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"10081",280,"N","A","NDA","D","travelagent",0.66,19,"one_slider","Yes","Female","20","english",68.5426,"E 280"
"10091",280,"N","I","NDI","D","artist",0.48,20,"one_slider","Yes","Female","20","english",68.5426,"E 280"
